,A$_{(0)}$,A$_{(1)}$,"D$_{(1,0)}$","D$_{(1,1)}$","D$_{(2,0)}$","D$_{(2,1)}$","D$_{(2,2)}$","D$_{(3,0)}$","D$_{(3,1)}$","D$_{(3,2)}$","D$_{(3,3)}$","D$_{(3,4)}$","D$_{(4,0)}$","D$_{(4,1)}$","D$_{(4,2)}$","D$_{(4,3)}$","D$_{(4,4)}$","D$_{(4,5)}$","D$_{(4,6)}$","D$_{(4,7)}$","D$_{(4,8)}$","D$_{(4,9)}$","D$_{(5,0)}$","D$_{(5,1)}$","D$_{(5,2)}$","D$_{(5,3)}$","D$_{(5,4)}$","D$_{(5,5)}$","D$_{(5,6)}$","D$_{(5,7)}$","D$_{(5,8)}$","D$_{(5,9)}$","D$_{(5,10)}$","D$_{(5,11)}$","D$_{(5,12)}$","D$_{(5,13)}$","D$_{(5,14)}$","D$_{(5,15)}$","D$_{(5,16)}$","D$_{(5,17)}$","D$_{(5,18)}$","D$_{(5,19)}$","D$_{(6,0)}$","D$_{(6,1)}$","D$_{(6,2)}$","D$_{(6,3)}$","D$_{(6,4)}$","D$_{(6,5)}$","D$_{(6,6)}$","D$_{(6,7)}$","D$_{(6,8)}$","D$_{(6,9)}$","D$_{(6,10)}$","D$_{(6,11)}$","D$_{(6,12)}$","D$_{(6,13)}$","D$_{(6,14)}$","D$_{(6,15)}$","D$_{(6,16)}$","D$_{(6,17)}$","D$_{(6,18)}$","D$_{(6,19)}$","D$_{(6,20)}$","D$_{(6,21)}$","D$_{(6,22)}$","D$_{(6,23)}$","D$_{(6,24)}$","D$_{(6,25)}$","D$_{(6,26)}$","D$_{(6,27)}$","D$_{(6,28)}$","D$_{(6,29)}$","D$_{(6,30)}$","D$_{(6,31)}$","D$_{(6,32)}$","D$_{(6,33)}$","D$_{(6,34)}$","D$_{(6,35)}$","D$_{(6,36)}$","D$_{(6,37)}$","D$_{(6,38)}$","D$_{(6,39)}$"
0,0.08903734839428128,-0.32750710488585744,0.6343500665349653,0.9061218491898059,-0.2762784975898512,-0.7627707131704302,0.2996648181872068,-0.6932012554889483,2.0393883009308857,-1.1804974346937043,0.5933049997322427,-0.009519903294682518,-0.45683047077442723,0.2068077488341865,0.20716686529221454,-0.3533187917426568,0.7224498201922324,0.931166557588381,-0.37356330822447825,-0.17218484209657478,0.17845318486552092,-0.27725596707805994,0.013091242814867586,-0.7963965533300343,0.06063895261237784,-0.5861341737081216,-1.2013778668836719,1.275740757136551,-0.573515071442838,0.333456133820802,1.249835841687374,-1.057738465681092,0.6451440696081083,0.44421008283847946,-0.7344322788281735,0.3094782670880116,0.3349646540301729,-0.5902944626254625,0.4731073849722171,0.041331234533699655,-0.29023033495612444,0.03599583270146818,1.4669892112135317,-0.35935062791959976,-0.7378280517580275,-1.3381364547472545,-0.28956775125915135,0.6953514482548389,0.00018514338144380173,-0.2672763129176928,-0.8839313654991733,-1.4270116547409855,0.40506047514904486,1.4843185613305072,-0.826601057314707,0.5247951196280973,0.37444880525420154,0.032635455306229376,0.6301848530961934,1.1059411023444754,0.12947747863353973,-0.9385931780042518,0.19222111930826402,1.554724659297836,0.4346495216998708,0.43268037118499225,-0.9696820364459877,-0.7029625302787205,-0.3055386384281344,0.48344450478414247,0.3854593611641063,0.002855647160798491,-0.5979636674631729,0.06347754066715416,0.9561698937178201,-0.04624425741296652,0.12364116977638429,0.21467340004551208,-0.38509874049637,-0.20418472012656536,0.3021271553616236,-0.22807379922360915
1,0.5962158591511726,-0.3194128369185225,0.9120977370621968,-0.06678126480007585,-0.5806887882846867,-0.6140820333287401,-0.11516378823780818,-0.6745784757484631,1.9917812497217737,-1.0579662887677885,0.4903055987752761,-0.06589490026574102,-0.4596283851401754,0.2892096496377973,-0.17439066493390307,0.08007256690614885,0.758565113288438,1.010528888675911,-0.23284073878635977,0.34201162554020675,0.21143981041529816,-0.5499180014142098,-0.0311914302786177,-0.8304961769277039,0.04090610519551595,-0.5665197625844223,-1.2975507547697194,0.8340163778281389,-0.12322370362993858,-0.03651448445779722,1.0744119734020825,-0.9496589971903464,0.723042049769035,0.7019352790823167,-0.48321734895653595,0.5072829725507864,0.5667560224325333,0.0311473601812892,0.506687936106163,0.14433650844099685,-0.5912377221177071,-0.13437571874434104,1.4198986426053972,-0.3292313250402037,-0.6999275606413808,-0.7206626241870403,-0.17857053609205228,0.5333864004044472,0.20038897367928105,-0.3804549008792879,-0.8861561581336904,-1.4968286667669006,0.12618740232831865,1.0628931116330884,-0.43027673891528684,1.1319032881570572,0.08427235162669403,0.07947368572002118,0.3596366229281891,0.9037154984061896,0.20826535957636086,-0.9830949349837232,0.1720253384193599,1.7344217227280319,1.0077015671975302,-0.14609438006774456,-0.8278533001754099,-0.7029407201025761,0.08141286519468197,-0.33309720138550636,0.628863250251169,0.5670409542001847,-0.010906926234349674,0.227014260515383,0.5886170461700398,1.2564849620232073,0.13501389520482712,0.27239440801692866,-0.7860920144952793,0.053970275508553586,0.08636100133163738,-0.35183986966460074
2,0.6877833834354979,-0.3051284807524693,0.8317301169946707,0.08472278694657798,-0.5737610921585412,-0.5020938984028568,-0.22192809305089703,-0.7137955190987981,1.949752292047514,-0.8689977779562359,0.313423746258451,0.06514697818443413,-0.47446986372642486,0.08837920957056747,-0.1468208575205647,0.08922728735912756,0.7428598308309069,0.9043643362074124,-0.33884296109861206,0.30081816045592114,0.3629417223344153,-0.11345006212888,-0.029891848559570004,-0.8345807852646897,-0.09293231027508307,-0.5726288855867697,-1.2843497693008605,0.8039523080533125,-0.09117550424416375,-0.4593441507272137,0.886304176969065,-0.8346283857700484,0.7903402521743877,0.4902525644383847,-0.5671584165999066,0.23593515523432168,0.5267884784348635,-0.014292457465037723,0.38045986159836503,0.15151998996084096,-0.3221812851718553,-0.2088153700837136,1.4865842495219914,-0.33988094758920395,-0.6218395364985854,-0.7039316054767044,-0.25034495882298063,0.38836613074441434,0.2767992880054817,-0.27186759612795,-0.9703909701016413,-1.4238462108299474,0.09723442300733252,0.997968288193532,-0.40425710826668765,0.9409304516578205,0.26022499453037046,-0.2546417111569481,0.20856313799050347,0.9387884184831561,0.34905700182199084,-0.8897667848494696,-0.37444119572881707,0.955342437454558,1.1624249002037952,0.7429183473633779,-0.3232615040526893,-0.39999644222937875,0.1842383375342616,-0.008124495385315183,1.688952810399747,0.5794249369003589,0.49365873049752595,0.9658063763162276,0.4567860981020532,0.7108464717367907,-0.299823774292696,0.260449177858339,-0.512604254043914,-0.5499404840445548,0.2211294063350034,-0.22206933081506502
3,0.6795219916282688,-0.34822126752005217,0.8209615938654705,0.159918318554417,-0.5294880693258086,-0.2424129326194774,-0.381871706637286,-0.7690995370640299,1.9287743642616446,-0.7038263752732483,0.24839013436055055,0.012816773088450325,-0.4757748602922285,-0.058053457264663544,-0.0715070448995988,0.04726460235612378,0.6353591852130764,1.1126678951984617,-0.25126833808751414,0.006199708375553651,0.2718650007528373,-0.3842652394066661,-0.04087553086694155,-0.7450951849599717,-0.11853754704056256,-0.5933980693519285,-1.1890083418783084,0.8303773056539415,-0.13010018890932012,-0.39382354472308895,0.7792901974717993,-0.6898575179602502,0.708009442561817,0.6322307836392979,-0.4743087952714262,0.4057001341092183,0.2548596925779049,-0.12467232480033358,0.6712131299232313,0.06891487295873293,-0.47777104275138566,-0.17456418178852376,1.2082285282650174,-0.343697229434669,-0.6642466526810666,-0.541919492232538,-0.33687883714731703,0.6407105453761234,0.04102503004886158,-0.33364255692163003,-0.8629281530982499,-1.1437254599574878,0.11036089551730567,0.9977178884324707,-0.44251051067364655,0.9289840449276346,-0.18141940352093444,0.2754736314239222,0.050810943715890865,0.782109237447419,0.4110037683051786,-0.7682471075552461,0.1807984384420031,1.028731776346506,0.74204455113129,-0.07353725243903306,-0.4040711576678559,-0.06538438636646995,0.07200428179671953,0.917797749727923,1.0007010679701351,-0.04712995744024429,-0.0065580221639879735,0.3226442422624306,0.7205064456460332,-0.09543185869284875,0.07989289064570868,0.013869222753107386,0.24505110610866895,-0.17713736868078442,0.1933162758652991,-0.24646520605237893
4,0.42017422330369125,-0.30330805621605567,0.6003046980469008,-0.0223907773287566,-0.3502547324996568,-0.009808593526649697,-0.12104167376325102,-0.882707366103101,1.9324235039731843,-0.4719693118473429,0.22430042003336537,0.04546020013620627,-0.46203054304460933,-0.2725798877954762,0.21565891740003157,-0.2305597844612841,0.5331357193921746,1.2313238048875577,-0.06217412173942191,-0.18979908165079096,0.3513422031473728,-0.37674962533987816,-0.08331392386350862,-0.7762456625039134,-0.15867426530206563,-0.6808853231478283,-1.0389239244261852,1.07443524104544,-0.4000170335685153,-0.48348068040252484,0.7438092834380683,-0.6192611499020773,0.9813667919142866,0.3996742185822205,-0.43243255563369704,0.4450629234187553,-0.023758764910556812,-0.09309791195145664,0.48608479707686664,-0.00734067319940051,-0.4016277064500753,-0.46543616595761234,1.1460655763478176,-0.3802061344521925,-0.7694328472780554,-0.6811579237336864,-0.3594733969853245,0.3508223430116155,-0.2546005381404383,-0.2714032414798847,-0.8991535864439197,-1.0158097136550446,0.310908373404614,1.2003472246416689,-0.6830368125917776,0.6069557238352861,0.036838109676746986,-0.0999734573429007,-0.12598025875812233,0.9039595850061619,0.2929694495551415,-0.6436874744389979,0.2739994720131991,1.2369197078287784,1.4632964994772935,0.037512165765471214,-0.11595761468011052,-0.08110325414235006,-0.14307107132330368,0.7738528955804267,-0.06526377570034543,-0.4975675201203525,0.4012635494344587,0.12212695729192272,0.10049847256457325,0.9225486524924911,0.5403746591961107,0.010675456603780598,-0.38467182481360934,-0.7498480297593896,0.11538827592842679,-0.2980934512535144
5,0.11462124692053101,-0.39905606583836106,0.32865551887347266,-0.012637972848305729,-0.07584249108275024,0.2875423664175054,0.32264965608255525,-0.9385576147486593,1.7744429556708061,-0.3713930910070109,0.3104493589331912,0.045981399524085816,-0.4037253356081007,-0.49741675472384816,0.5632483779250892,-0.5514174921536352,0.5373935606446781,1.600670339593226,0.16114245879203815,-0.6597557834637894,0.5289477254448831,-0.3318367508496926,-0.02272843847524128,-0.7144910818399505,-0.3752273293398377,-0.63277701001632,-0.8108018565799516,1.3531086107270591,-0.6951403827999252,-0.6368515716051364,0.8182722726440708,-0.734808166606575,1.4702426606646304,0.8266631777595678,-0.41738409007929683,0.8857072818372973,-0.4947845908268441,-0.8057414326485024,0.5951975934554055,0.21518039985963555,-0.4902317993030785,-0.4919173214047717,0.9896342141956583,-0.24925590511570847,-0.6601019654484521,-0.6345107411613355,-0.3168003618365558,-0.14294288236592195,-0.2897000017949762,-0.26368693943154353,-0.776477168269336,-0.6215223464663716,0.8060443819634031,1.4228124056508038,-0.9468079196876911,0.3777510987465155,0.19170754189022338,-0.4062643161615017,-0.24106658958483437,0.9079861479710941,0.18786489591918057,-0.7022532840155487,0.9440119620545788,1.200992522659056,1.2897765341674137,-0.8778707113389593,-0.3910985286024298,-0.2974879709051445,1.037679478876064,0.19991213427743731,0.6928276004222168,-0.06706893143245367,-0.8408514914526727,-0.6088157390317038,-0.2742438717834447,1.077467601993441,0.00838654933132409,0.11593273031611331,-0.18725728246268825,-0.6701842819133587,0.1374589355951978,-0.4323531817332841
6,-0.2797798522023628,-0.3047176022326838,-0.17319229446155532,0.09740373967026221,0.1941943076157015,0.5745148862786815,-0.2325367959201323,-0.9838334259443938,1.405498268012994,-0.27879021818515365,0.5016406108365972,0.1021397468358818,-0.35090390679755007,-0.8025554531478997,0.9371489691384068,-0.9028576274207568,0.5988676022701875,1.9242035873922423,0.37803921383304934,-1.03189369201402,0.4433814596731953,-0.26937495479869505,-0.022346951424563923,-0.6964608662426804,-0.5705443962641265,-0.6628305585656886,-0.5406325684384563,1.6393263335058357,-1.0143318289952186,-1.084916880011477,0.7935092136291948,-0.9086790527453644,1.8097539551770951,0.836932674533681,-0.10516226729958267,0.8837804376883158,0.08701004016223168,-1.1482025589562614,0.006835340250159972,0.2052609010495293,-0.32910596249168056,-0.01937360554003862,0.832412579002935,-0.2114355504979965,-0.5406079096902426,-0.6153718360944778,-0.3004817846625894,-0.8039904704056561,-0.3811020690647613,-0.2255375523545457,-0.6565372236807466,-0.11861244806804244,1.1563586127941374,1.6133985802781836,-1.1930128231090351,-0.02279048998118391,-0.41820408814896426,-1.1401476315716335,0.1264338316723032,0.7537700559714525,0.32142671592404953,-0.7579945813460578,1.2667531687473172,2.021554873727537,1.6388799040025903,-0.44148401695455675,0.020311458705234667,0.022235184117858096,0.8258228983938851,0.759058066509468,-0.9555131787927236,-1.6377602288025759,-1.4158799322802447,-1.403650606697457,-0.06777613744719295,0.6165099643806446,-0.007326944105858945,0.28775507135255907,-0.5006125032731132,-0.5332990339012164,0.12101537416594081,-0.2752367784884218
7,-0.22099017855155814,-0.3850693039627531,0.33065864443405774,0.500641875409977,-0.17262986450740683,-1.1377743516089962,-0.11238832624548804,-0.6448929903236617,1.6898714784073414,-1.4484533198150962,0.5782204752657177,0.08472938138441402,-0.4520824210470451,0.3493535070614524,0.3205895105261364,-0.4436188352356908,0.7048822906622892,0.6748181218208568,-0.4254668712144789,0.08715818917260275,0.4926947564474268,-0.10254082643722526,0.0026416880636107856,-0.8532712730420028,0.11883990808487709,-0.6353632836761723,-1.133913141747716,1.3741044892276812,-0.701077575493705,0.5315699234330578,1.413611393352266,-1.1719239758853268,0.4313324755159916,0.01547951812986316,-0.7723279375453174,0.45465208061175055,0.701212475973558,-0.21352084376611732,0.5891314466444668,0.16075011454820642,-0.41586054660407723,-0.15112208224197016,1.551569212700775,-0.4664448164756608,-0.6378864499985636,-1.1316115412271999,-0.21958494682599888,1.0266006579738252,0.03354068695519327,-0.38893643495519753,-0.8729602177174709,-1.2659022944359355,0.5352241897773183,1.5555100603896197,-1.0181947682087051,0.5846263941688523,0.8563151203239466,0.23671981535568634,0.44652355377737835,1.2242928267891884,0.17776330637122176,-1.0093030816718274,0.3377859972608482,0.6655357214034857,0.16846405038771148,-0.18847921165572817,-1.2742155772562265,-0.40336147807260736,0.03683402142205732,0.5317912196620249,0.06019058778706169,-0.3905370547602542,-0.44709653326677906,-0.03184353437751834,-0.23838547074921035,0.4040478832303258,-0.19331063850863905,0.1377926574342581,-0.5222128839333275,-0.7262422402034384,0.04090829984907216,-0.23821278548913036
8,1.0537426463142967,-0.32400872649898427,1.2670436727336274,-0.3145176046001902,-0.9158213944961715,-1.1784079314780982,0.09940149886352918,-0.4965790235819671,1.8334500381407346,-1.5430583338205877,0.2550232421118653,0.0939628858333883,-0.5088858621767278,0.749044039849523,-0.6943193975172176,0.6535557823319892,0.7754311799597826,0.5083633225708336,-0.5449272858138208,0.7808518819937893,0.4037070050527952,-0.2031329235250304,0.00129798462244664,-0.8487973787345792,0.3555957349533556,-0.23368758417955157,-1.568435845578544,0.36041680765873946,0.4436890339861088,-0.05008065715237292,1.3063982807175596,-1.1590419473870759,0.18060006939553905,-0.011887401040664875,-0.7426796450644411,-0.08999395584452663,0.80404714239543,0.4901783220479382,0.9176817826739573,0.21048665382370133,-0.41903068482734895,-0.15137742501552584,1.57803522919504,-0.3853049028754252,-0.7357779446593455,-0.6249653030804169,-0.22370080625147554,1.2872688552295706,0.5330143019687701,-0.28457139061608266,-1.058562772760937,-1.9854119981182208,-0.5536254339641721,0.6108448161474896,-0.009025126702593181,1.4845111358017629,0.08865597482477207,0.39851194123145933,0.512819449176235,1.339104852896923,0.24458120121647717,-1.0242833932426783,-0.3711541217034892,-0.32756651225028904,0.5791344966010273,0.1138921535019909,-0.5035437307219246,-0.28484039332462485,-0.32941844621640515,0.014242363081334466,0.8392742027477662,0.6247825097842854,1.136387694676378,0.18465842324703027,0.6664059273538857,0.3502265802998793,-0.13113750736115842,0.42707327627987346,-0.6203401110335809,-0.4201457283383275,0.3431717749901853,-0.18487452471984311
9,1.3060132084544,-0.35504738194859764,1.3921906777410211,0.09784502188690909,-1.093549653528527,-1.1286015090699617,0.3163870119007694,-0.5353961515035092,1.8289754921205015,-1.4536394368110328,0.11237146912686408,0.16596727059978694,-0.5486494381888168,0.730295420884681,-0.8781776194290037,0.8699447094021139,0.7967726642623194,0.45479603753811315,-0.6438709293860112,0.9338283450299253,0.39569092718427346,0.008771558095354322,-0.044702844034410306,-0.9210912295574897,0.3363958932749965,-0.28674554370165206,-1.5639047097605832,0.09635891445306992,0.6993937397667949,-0.39421178970534493,1.15979293832212,-1.0491040771381153,-0.10701338506567824,0.3879891972146894,-0.6984113391862052,-0.33611918026381077,0.6939214859848212,0.8830850712416934,0.7370899608704277,0.4032353511656033,-0.36265325209017135,-0.052768189290405776,1.385762880892292,-0.571713846547968,-0.7116561865151683,-0.7095402239022431,-0.1409229357774019,1.253625614464567,0.5566211205922236,-0.262061209107339,-1.0094221974895994,-2.0118148119570156,-0.653611940037404,0.3450643209412115,0.2546986995246731,1.7012698554497143,0.12909398205448505,0.5220475236100532,0.40855446800319783,1.082754947276315,0.43473253022114716,-0.9864974496035418,-0.29094768188109976,0.28477236568470093,0.31823122442137314,-0.1889539446130928,-0.9542290514424986,-0.5679316707201171,0.03765822213963496,0.05530036873753654,0.4187171950631975,0.8034021427085188,0.7336310716021173,0.7355406684881443,1.110515885961229,0.06004578805827396,0.012763334382569746,0.2829144767267944,0.25189220104456167,-0.5598087432487522,0.05236143180219955,-0.21892952258215106
