,X (mm),Y (mm),Si (at. %),Ge (at. %),Sn (at. %),I (A),m (g),ρ (g/cm³),l (mg/cm²),d (µm)
181,-11.25,63.15,0.2686956810537856,0.37174391674292584,0.35956040220328844,5.733131515660392e-07,3.75518496874405e-07,6.1279701,0.085,0.139
182,-16.25,63.15,0.28617435756464604,0.3443271654647397,0.3694984769706142,5.689891121239794e-07,3.7110063220529437e-07,6.1433131,0.084,0.138
183,-21.25,63.15,0.30179590416580043,0.32257217480612593,0.3756319210280736,5.652539548378546e-07,3.666827675361837e-07,6.1494871,0.083,0.136
184,-26.25,63.15,0.32574721680883023,0.29730504316275425,0.37694774002841563,5.797494061504659e-07,3.7110063220529437e-07,6.1385531,0.084,0.137
185,-31.25,63.15,0.3479762670689747,0.27533815902949266,0.3766855739015327,5.804989610389755e-07,3.666827675361837e-07,6.1229833000000005,0.083,0.135
186,-36.25,63.15,0.37321572972295886,0.25373417859275227,0.37305009168428904,5.693931585755111e-07,3.5342917352885177e-07,6.0963942,0.08,0.131
187,-41.25,63.15,0.39825981216647716,0.23512553551582913,0.3666146523176937,5.660239291410433e-07,3.445934441906304e-07,6.0605218999999995,0.078,0.129
188,-46.25,63.15,0.42629837718151903,0.21822289650603013,0.3554787263124508,5.655035020234677e-07,3.357577148524092e-07,6.0091232,0.076,0.126
189,-51.25,63.15,0.46013115435152163,0.19974634476547856,0.34012250088299995,5.455555172986779e-07,3.136683915068559e-07,5.936134399999999,0.071,0.12
190,-56.25,63.15,0.48110835451158235,0.18766250306406626,0.3312291424243514,5.173420798063663e-07,2.915790681613027e-07,5.889829,0.066,0.113
191,23.75,68.15,0.1571155704458846,0.5261803364362885,0.316704093117827,4.090939861817937e-07,2.7832547415397076e-07,6.0894382,0.063,0.103
192,18.75,68.15,0.17914697409221278,0.490794218272096,0.33005880763569123,4.892506495151089e-07,3.313398501832985e-07,6.1092002,0.075,0.122
193,13.75,68.15,0.1757665373631627,0.47726526272694103,0.34696819990989625,5.02966023230298e-07,3.445934441906304e-07,6.153039199999999,0.078,0.128
194,8.75,68.15,0.20022674446507027,0.44141241198068015,0.3583608435542496,5.390301479293752e-07,3.666827675361837e-07,6.167359,0.083,0.134
195,3.75,68.15,0.21672969034181375,0.4119248670227176,0.3713454426354688,5.529083217380205e-07,3.75518496874405e-07,6.189100799999999,0.085,0.137
196,-1.25,68.15,0.2288862528721601,0.38664799544475553,0.3844657516830844,5.654743537829393e-07,3.8435422621262623e-07,6.214279,0.087,0.139
197,-6.25,68.15,0.24642742955940272,0.35723974281686194,0.3963328276237353,5.801734410363067e-07,3.9318995555084753e-07,6.2334665,0.089,0.142
198,-11.25,68.15,0.24736459428669508,0.338686694728079,0.41394871098522584,5.746383047187603e-07,3.9318995555084753e-07,6.275299599999999,0.089,0.142
199,-16.25,68.15,0.269153673414158,0.3146139713931101,0.4162323551927318,5.873962195232983e-07,3.976078202199582e-07,6.2694212,0.09,0.144
200,-21.25,68.15,0.28520080403164927,0.2925595470231829,0.4222396489451679,5.906387049354669e-07,3.976078202199582e-07,6.275497199999999,0.09,0.143
201,-26.25,68.15,0.3036330983863323,0.27045656573887816,0.4259103358747896,5.822386098518473e-07,3.887720908817369e-07,6.274070199999999,0.088,0.14
202,-31.25,68.15,0.32498236334502373,0.24991073111913314,0.4251069055358432,5.896984476524205e-07,3.887720908817369e-07,6.2612661,0.088,0.141
203,-36.25,68.15,0.34707544963695475,0.23449588236217206,0.41842866800087325,5.86035315008382e-07,3.799363615435156e-07,6.2322188999999995,0.086,0.137
204,-41.25,68.15,0.3703739739358573,0.2204287328312812,0.4091972932328616,5.626782280388905e-07,3.578470381979624e-07,6.1941798,0.081,0.131
205,-46.25,68.15,0.3956389680510838,0.2062818979677979,0.3980791339811184,5.398415519645758e-07,3.357577148524092e-07,6.150165400000001,0.076,0.124
206,-51.25,68.15,0.42151071328855433,0.1930433189183182,0.38544596779312734,5.310388535690972e-07,3.225041208450772e-07,6.0975861,0.073,0.119
207,-56.25,68.15,0.45177065637971753,0.1781199045139374,0.37010943910634514,4.868099429231326e-07,2.8716120349219206e-07,6.0318836,0.065,0.108
208,18.75,73.15,0.17349781303121062,0.45499974329290094,0.37150244367588847,4.5726073477092616e-07,3.180862561759665e-07,6.212835299999999,0.072,0.116
209,13.75,73.15,0.18423159327568797,0.42591283711764966,0.3898555696066624,5.058531570616344e-07,3.5342917352885177e-07,6.251074699999999,0.08,0.127
210,8.75,73.15,0.18097323849750593,0.40914322451351703,0.40988353698897695,5.118652882483014e-07,3.6226490286707307e-07,6.299086399999999,0.082,0.13
211,3.75,73.15,0.20289815199494055,0.37451705918081446,0.42258478882424505,5.330940506985928e-07,3.75518496874405e-07,6.3175609,0.085,0.135
212,-1.25,73.15,0.20002060266509175,0.3578521233484503,0.442127273986458,5.389640791122598e-07,3.8435422621262623e-07,6.3630875,0.087,0.137
213,-6.25,73.15,0.2227704878928104,0.3277605546004846,0.449468957506705,5.558178098232105e-07,3.9318995555084753e-07,6.3693352,0.089,0.14
214,-11.25,73.15,0.22226563305205435,0.30844305231451846,0.4692913146334271,5.496525001001038e-07,3.9318995555084753e-07,6.4136588,0.089,0.139
215,-16.25,73.15,0.25244832985361954,0.2801478345848275,0.467403835561553,5.717074339034996e-07,4.0202568488906883e-07,6.396514699999999,0.091,0.142
216,-21.25,73.15,0.2659884592328224,0.25994824644423503,0.4740632943229427,5.737013369733286e-07,4.0202568488906883e-07,6.404957099999999,0.091,0.142
217,-26.25,73.15,0.2850624564369615,0.24270108188721687,0.4722364616758216,5.675640986671618e-07,3.9318995555084753e-07,6.3930674,0.089,0.14
218,-31.25,73.15,0.30523172779664803,0.2258154661548314,0.4689528060485206,5.684930341293776e-07,3.887720908817369e-07,6.3763639,0.088,0.139
219,-36.25,73.15,0.3193530044920855,0.21181221530118494,0.4688347802067296,5.664906678401414e-07,3.8435422621262623e-07,6.3695298,0.087,0.137
220,-41.25,73.15,0.3419509632914672,0.19956087319806654,0.45848816351046623,5.572894996813747e-07,3.7110063220529437e-07,6.3340235,0.084,0.132
221,-46.25,73.15,0.3694720031145217,0.1864256837925625,0.4441023130929158,5.50631634927996e-07,3.578470381979624e-07,6.284469700000001,0.081,0.129
222,-51.25,73.15,0.3869508503771194,0.17755859525119688,0.43549055437168377,5.246374978138489e-07,3.357577148524092e-07,6.2524267,0.076,0.122
223,13.75,78.15,0.16295383510230804,0.3886850662548337,0.44836109864285834,4.844799600363563e-07,3.5342917352885177e-07,6.3936084,0.08,0.125
224,8.75,78.15,0.18016872956875107,0.36069900437486346,0.4591322660563854,5.163334945736739e-07,3.75518496874405e-07,6.4090925,0.085,0.133
225,3.75,78.15,0.1888640437503083,0.330027572379143,0.4811083838705486,5.306895000347687e-07,3.887720908817369e-07,6.4527741,0.088,0.136
226,-1.25,78.15,0.18781018816535253,0.31482440276468887,0.4973654090699587,5.377958335934567e-07,3.976078202199582e-07,6.4874594,0.09,0.138
227,-6.25,78.15,0.21197632874405659,0.2870921054861553,0.500931565769788,5.494672737150923e-07,4.0202568488906883e-07,6.4853221,0.091,0.141
228,-11.25,78.15,0.22232472331513742,0.2647744073754664,0.512900869309396,5.549796534924458e-07,4.064435495581795e-07,6.5073688,0.092,0.141
229,-16.25,78.15,0.23189939333002946,0.24808324002525498,0.5200173666447155,5.676934502810675e-07,4.152792788964008e-07,6.5188502,0.094,0.144
230,-21.25,78.15,0.25045380536514833,0.2309241225663891,0.5186220720684626,5.736752904051379e-07,4.152792788964008e-07,6.509851100000001,0.094,0.144
231,-26.25,78.15,0.26599009013533037,0.21501269990264002,0.5189972099620295,5.720379031515998e-07,4.108614142272902e-07,6.5042729999999995,0.093,0.143
232,-31.25,78.15,0.28084966230837755,0.2028508764144068,0.5162994612772158,5.711899082362168e-07,4.064435495581795e-07,6.4928688,0.092,0.141
233,-36.25,78.15,0.2971040414229996,0.19008203433008886,0.5128139242469115,5.710020541097179e-07,4.0202568488906883e-07,6.4789714,0.091,0.14
234,-41.25,78.15,0.3187415090093175,0.18003086685261527,0.5012276241380673,5.623221791378809e-07,3.887720908817369e-07,6.4443714,0.088,0.136
235,-46.25,78.15,0.3470146428874637,0.16735603998811738,0.485629317124419,5.500554409721663e-07,3.7110063220529437e-07,6.395482899999999,0.084,0.131
236,8.75,83.15,0.15592211696624175,0.3221823998054756,0.5218954832282827,5.108970304682962e-07,3.887720908817369e-07,6.5487176,0.088,0.134
237,3.75,83.15,0.18051430631427245,0.2945770342980351,0.5249086593876925,5.515577111923767e-07,4.152792788964008e-07,6.545986900000001,0.094,0.143
238,-1.25,83.15,0.1865428616945181,0.2757426468683715,0.5377144914371103,5.554703715215737e-07,4.1969714356551143e-07,6.5704396,0.095,0.144
239,-6.25,83.15,0.1913301188253777,0.2529256038664215,0.5557442773082008,5.633181976617468e-07,4.285328729037328e-07,6.6054315,0.097,0.146
240,-11.25,83.15,0.21218815280510758,0.2344009741035183,0.553410873091374,5.757219790188599e-07,4.329507375728434e-07,6.5937728,0.098,0.148
241,-16.25,83.15,0.21909839361939826,0.22093505139505376,0.559966554985548,5.816932933815523e-07,4.373686022419541e-07,6.605402600000001,0.099,0.15
242,-21.25,83.15,0.22577881658900442,0.20755461593581187,0.5666665674751837,5.698140587919833e-07,4.285328729037328e-07,6.6160685,0.097,0.146
243,-26.25,83.15,0.24347790322663831,0.19238512205912903,0.5641369747142327,5.697544666749197e-07,4.241150082346221e-07,6.6056497,0.096,0.145
244,-31.25,83.15,0.25971350836509854,0.18098702966243502,0.5592994619724665,5.759630319937452e-07,4.241150082346221e-07,6.5907642,0.096,0.145
245,-36.25,83.15,0.25810689517999297,0.1753306177785149,0.5665624870414923,5.494495919053588e-07,4.064435495581795e-07,6.606707899999999,0.092,0.14
246,-41.25,83.15,0.2943024660783235,0.16142429271799372,0.5442732412036827,5.480615937750717e-07,3.9318995555084753e-07,6.5479581,0.089,0.135
247,3.75,88.15,0.17051343223929152,0.2537505584871326,0.5757360092735759,4.949950349002026e-07,3.8435422621262623e-07,6.649510599999999,0.087,0.13
248,-1.25,88.15,0.16287296724258335,0.24231245880290803,0.5948145739545087,5.277937095213135e-07,4.152792788964008e-07,6.687502799999999,0.094,0.14
249,-6.25,88.15,0.16785406755054505,0.22823464974667032,0.6039112827027846,5.434833620852035e-07,4.285328729037328e-07,6.703181199999999,0.097,0.145
250,-11.25,88.15,0.19764142243495972,0.20624778686522255,0.5961107906998179,5.592296160131478e-07,4.329507375728434e-07,6.6810884999999995,0.098,0.147
251,-16.25,88.15,0.20094154855594204,0.19605572011357794,0.60300273133048,5.52491524180409e-07,4.285328729037328e-07,6.6932964,0.097,0.145
252,-21.25,88.15,0.2209044274169666,0.1821342544069125,0.596961318176121,5.595804748067442e-07,4.285328729037328e-07,6.675978799999999,0.097,0.146
253,-26.25,88.15,0.2295966014240875,0.1702273328210694,0.6001760657548432,5.495531168944663e-07,4.1969714356551143e-07,6.6805453,0.095,0.142
254,-31.25,88.15,0.24250323481737243,0.15959117244676074,0.5979055927358669,5.47903166744719e-07,4.152792788964008e-07,6.672733899999999,0.094,0.141
255,-36.25,88.15,0.2525798195503865,0.1525361494584711,0.5948840309911424,5.28115822705314e-07,3.976078202199582e-07,6.6647715000000005,0.09,0.135
256,-11.25,93.15,0.18284291761833568,0.18671539377803859,0.6304416886036258,4.901344827848603e-07,3.887720908817369e-07,6.7484281,0.088,0.13
257,-16.25,93.15,0.17653574363441457,0.17954501471190076,0.6439192416536846,4.8545353773831e-07,3.887720908817369e-07,6.7740928,0.088,0.13
258,-21.25,93.15,0.2025423689103237,0.16403131205955382,0.6334263190301225,4.6597335027275426e-07,3.666827675361837e-07,6.7495339,0.083,0.123
