,X (mm),Y (mm),Si (at. %),Ge (at. %),Sn (at. %),I (A),m (g),ρ (g/cm³),l (mg/cm²),d (µm)
170,-46.25,58.15,0.4497000181588343,0.23247719360081026,0.3178227882403555,5.500097885037321e-07,3.136683915068559e-07,5.8749015,0.071,0.12
171,-51.25,58.15,0.48668740734617655,0.21121416626757542,0.30209842638624795,5.460882112757696e-07,3.00414797499524e-07,5.790577799999999,0.068,0.117
172,-56.25,58.15,0.5157008204121265,0.195402547960505,0.2888966316273685,5.294799400062823e-07,2.8274333882308144e-07,5.7165002,0.064,0.111
173,-61.25,58.15,0.5452088270805204,0.18057719418588158,0.27421397873359793,4.78422338309249e-07,2.474004214701962e-07,5.6318672,0.056,0.099
174,23.75,63.15,0.1635883982270689,0.5559944095588131,0.28041719221411804,4.3930759371469663e-07,2.915790681613027e-07,5.9923233,0.066,0.11
175,18.75,63.15,0.17165580365009703,0.5347346849974308,0.29360951135247204,4.843640383246011e-07,3.225041208450772e-07,6.0211977,0.073,0.121
176,13.75,63.15,0.18443064292553799,0.510393762235217,0.30517559483924495,5.111410005062081e-07,3.4017557952151985e-07,6.0425952,0.077,0.127
177,8.75,63.15,0.21281165944814742,0.4775945763669524,0.3095937641849002,5.316038666339793e-07,3.490113088597411e-07,6.0350921,0.079,0.131
178,3.75,63.15,0.2252122889839367,0.45117313204299747,0.3236145789730659,5.444051580130421e-07,3.578470381979624e-07,6.0634468,0.081,0.133
179,-1.25,63.15,0.23570115055223725,0.4246016314070971,0.3396972180406657,5.558851367907514e-07,3.666827675361837e-07,6.0982714,0.083,0.136
180,-6.25,63.15,0.2504936974645567,0.3966066240988912,0.3528996784365521,5.629504349781176e-07,3.7110063220529437e-07,6.1228373000000005,0.084,0.137
